Date,AEX (Netherlands),ATX (Austria),All Ordinaries (Australia),Athex Composite (Greece),BEL 20 (Belgium),BIST 100 (Turkey),BSE SENSEX (India),Bovespa Index (Brazil),CAC 40 (France),CBOE Volatility Index (VIX),CSI 300 (China),DAX (Germany),Dow Jones Global Titans 50,Dow Jones Industrial Average (USA),EGX 30 (Egypt),EURO STOXX 50,FTSE 100 (UK),FTSE 250 (UK),FTSE All-World,FTSE MIB (Italy),Hang Seng (Hong Kong),IBEX 35 (Spain),IPC (Mexico),IPSA (Chile),ISEQ 20 (Ireland),JSE Top 40 (South Africa),Jakarta Composite (Indonesia),KLCI (Malaysia),KOSPI (South Korea),MDAX (Germany),MERVAL (Argentina),MOEX (Russia),MSCI EAFE,MSCI World,NASDAQ Composite (USA),Nifty 50 (India),Nikkei 225 (Japan),OBX (Norway),OMX Copenhagen 25 (Denmark),OMX Helsinki 25 (Finland),OMX Stockholm 30 (Sweden),PSI 20 (Portugal),Russell 2000 (USA),S&P 500 (USA),S&P Asia 50,S&P Global 100,S&P Global 1200,S&P Latin America 40,S&P/ASX 200 (Australia),S&P/BVL Peru General,S&P/NZX 50 (New Zealand),S&P/TSX Composite (Canada),SET Index (Thailand),SSE Composite (China),STOXX Europe 600,SZSE Component (China),Straits Times Index (Singapore),Swiss Market Index (SMI),TA-125 (Israel),TAIEX (Taiwan),TOPIX (Japan),Tadawul All-Share (Saudi Arabia),TecDAX (Germany),WIG20 (Poland)
2022-11-04,671.8800048828125,3091.5400390625,7089.2998046875,21.96657943725586,3602.530029296875,4216.9775390625,60950.359375,118155.0,6416.43994140625,24.549999237060547,3767.169921875,13459.849609375,,32403.220703125,,3688.330078125,7334.7998046875,18341.599609375,78.1481704711914,22.437210083007812,16161.1396484375,7942.7001953125,51173.75,,6983.3798828125,78276.5390625,7045.52685546875,1438.280029296875,2348.429931640625,23811.5703125,151263.0,,55.931575775146484,101.16921997070312,10475.25,18117.150390625,27199.740234375,21.667865753173828,1581.6500244140625,4718.35009765625,1999.010009765625,8.981167793273926,1799.8699951171875,3770.550048828125,45.63449478149414,59.92829132080078,,,6892.5,24.562118530273438,11230.75,19449.80078125,1626.3199462890625,3070.800048828125,416.9800109863281,11187.4296875,3130.110107421875,10787.76953125,,13026.7099609375,48.197330474853516,,2835.070068359375,11.794435501098633
2022-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939.449951171875,,,11521.2802734375,,
2022-11-07,676.0599975585938,3139.679931640625,7129.2001953125,22.3331356048584,3616.179931640625,4331.67724609375,61185.1484375,115342.0,6416.60986328125,24.350000381469727,3775.300048828125,13533.51953125,,32827.0,,3708.800048828125,7300.0,18559.599609375,78.6417465209961,22.71543312072754,16595.91015625,7962.2998046875,50760.171875,,7115.0498046875,78840.796875,7102.39599609375,1442.1199951171875,2371.7900390625,24084.259765625,147830.0,2208.780029296875,56.106510162353516,101.94142150878906,10564.51953125,18202.80078125,27527.640625,21.745189666748047,1604.9599609375,4767.830078125,2008.6199951171875,9.07016372680664,1809.81005859375,3806.800048828125,46.07745361328125,60.456085205078125,,,6933.7001953125,24.474769592285156,11263.490234375,19545.900390625,1623.5699462890625,3077.820068359375,418.3399963378906,11207.73046875,3141.31005859375,10750.3896484375,1920.3399658203125,13223.73046875,48.47208786010742,11598.759765625,2850.340087890625,11.90101146697998
2022-11-08,683.9600219726562,3158.7099609375,7150.10009765625,22.368900299072266,3630.719970703125,4360.27685546875,,116160.0,6441.5,25.540000915527344,3749.330078125,13688.75,,33160.828125,,3739.280029296875,7306.10009765625,18697.900390625,79.1922836303711,22.975706100463867,16557.310546875,7998.89990234375,50888.46875,,7114.4599609375,78488.828125,7050.1259765625,1441.3499755859375,2399.0400390625,24479.599609375,147924.0,2207.199951171875,56.74177932739258,102.67549133300781,10616.2001953125,,27872.109375,21.685049057006836,1635.72998046875,4808.39990234375,2035.989990234375,9.148802757263184,1808.9300537109375,3828.110107421875,46.649620056152344,60.70558166503906,,,6958.89990234375,24.771753311157227,11208.4404296875,19660.30078125,1632.6099853515625,3064.489990234375,421.6099853515625,11142.9296875,3145.830078125,10827.0400390625,1941.8399658203125,13347.759765625,49.173213958740234,11486.5302734375,2942.820068359375,12.051994323730469
2022-11-09,677.260009765625,3145.18994140625,7187.39990234375,22.2169132232666,3607.110107421875,4360.97705078125,61033.55078125,113580.0,6430.56982421875,26.09000015258789,3714.27001953125,13666.3203125,,32513.939453125,,3728.030029296875,7296.2998046875,18649.0,77.73051452636719,22.868003845214844,16358.51953125,8040.39990234375,50545.76171875,,7045.2001953125,78620.078125,7070.083984375,1446.18994140625,2424.409912109375,24279.490234375,143092.0,2166.56005859375,55.94999313354492,100.73067474365234,10353.169921875,18157.0,27716.4296875,20.946178436279297,1627.5,4814.35986328125,2033.1199951171875,9.072273254394531,1760.4000244140625,3748.570068359375,45.74523162841797,59.582828521728516,,,6999.2998046875,24.605792999267578,11110.73046875,19344.30078125,1622.449951171875,3048.169921875,420.3399963378906,11055.2900390625,3165.5,10904.330078125,1936.0,13638.8095703125,48.33944320678711,11407.1796875,2942.06005859375,11.883249282836914
2022-11-10,700.6500244140625,3178.1201171875,7145.7001953125,23.021549224853516,3671.800048828125,4467.076171875,60613.69921875,109775.0,6556.830078125,23.530000686645508,3685.68994140625,14146.08984375,,33715.37109375,,3846.56005859375,7375.2998046875,19377.19921875,81.89752960205078,24.01679039001465,16081.0400390625,8133.2001953125,51031.7109375,,7286.8798828125,79479.078125,6966.8369140625,1449.739990234375,2402.22998046875,25270.810546875,144879.0,2210.02001953125,59.08952331542969,106.28868103027344,11114.150390625,18028.19921875,27446.099609375,21.85687828063965,1689.6500244140625,4876.35009765625,2106.110107421875,9.417518615722656,1867.9300537109375,3956.3701171875,48.116939544677734,62.730384826660156,,,6964.0,25.138612747192383,11288.9404296875,19990.400390625,1619.22998046875,3036.1298828125,431.8900146484375,10908.5498046875,3173.179931640625,11120.490234375,1990.8900146484375,13503.759765625,51.03970718383789,11211.7001953125,3068.010009765625,12.620400428771973
2022-11-11,702.9099731445312,3203.75,7350.10009765625,23.21823501586914,3662.93994140625,4455.4765625,61795.0390625,112253.0,6594.6201171875,22.520000457763672,3788.43994140625,14224.8603515625,,33747.859375,,3868.5,7318.0,19616.19921875,83.14098358154297,24.555282592773438,17325.66015625,8133.2001953125,51959.19921875,,7328.52001953125,79204.390625,7089.2060546875,1468.2099609375,2483.159912109375,25975.0,150413.0,2217.43994140625,60.26799774169922,107.74730682373047,11323.330078125,18349.69921875,28263.5703125,22.466876983642578,1667.2099609375,4888.31005859375,2108.669921875,9.407929420471191,1882.739990234375,3992.929931640625,50.35021209716797,63.73797607421875,,,7158.0,25.819921493530273,11311.759765625,20111.5,1637.2900390625,3087.2900390625,432.260009765625,11139.76953125,3228.330078125,11127.150390625,,14007.5595703125,52.053489685058594,,3089.31005859375,13.020061492919922
2022-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986.4100341796875,,,11246.9296875,,
2022-11-14,706.6699829101562,3205.699951171875,7350.2001953125,22.994726181030273,3671.77001953125,4570.17578125,61624.1484375,113161.0,6609.169921875,23.729999542236328,3794.02001953125,14313.2998046875,,33536.69921875,,3887.510009765625,7385.2001953125,19622.30078125,82.39112091064453,24.26808738708496,17619.7109375,8166.5,51785.12890625,,7235.89990234375,79170.328125,7019.39208984375,1464.0,2474.64990234375,26304.830078125,152685.0,2244.77001953125,59.632728576660156,106.67002868652344,11196.2197265625,18329.150390625,27963.470703125,22.011526107788086,1667.4100341796875,4899.02001953125,2107.989990234375,9.475059509277344,1861.25,3957.25,49.962615966796875,63.14302062988281,,,7146.2998046875,26.09943199157715,11270.33984375,19921.80078125,1623.3800048828125,3083.39990234375,432.8599853515625,11113.4599609375,3260.800048828125,10999.58984375,1965.3299560546875,14174.900390625,51.3428955078125,11197.4599609375,3119.6201171875,12.904603958129883
2022-11-15,716.4299926757812,3224.429931640625,7345.39990234375,23.04836654663086,3667.1201171875,4656.97509765625,61872.98828125,,6641.66015625,24.540000915527344,3865.969970703125,14378.509765625,,33592.921875,,3915.090087890625,7369.39990234375,19455.900390625,83.18844604492188,24.438610076904297,18343.119140625,8188.39990234375,51655.6796875,,7285.2099609375,78757.0703125,7035.5,1450.5400390625,2480.330078125,26181.16015625,155159.0,2223.260009765625,60.02861785888672,107.59477996826172,11358.41015625,18403.400390625,27990.169921875,22.2263126373291,1667.31005859375,4893.47998046875,2098.010009765625,9.478896141052246,1889.199951171875,3991.72998046875,52.46352005004883,63.5556526184082,,,7141.60009765625,25.9334716796875,11250.0302734375,19994.80078125,1629.3800048828125,3134.080078125,434.44000244140625,11351.330078125,3275.280029296875,11026.2197265625,1983.030029296875,14546.3095703125,51.68397903442383,11096.580078125,3129.610107421875,12.913485527038574
2022-11-16,709.1099853515625,3187.110107421875,7327.39990234375,22.842741012573242,3613.080078125,4668.47509765625,61980.71875,110243.0,6607.22021484375,24.110000610351562,3834.389892578125,14234.0302734375,,33553.828125,,3882.780029296875,7351.2001953125,19112.400390625,82.56196594238281,24.51041030883789,18256.48046875,8101.39990234375,51544.94140625,,7162.2900390625,78219.046875,7014.3837890625,1448.3800048828125,2477.449951171875,25610.9296875,154109.0,2227.18994140625,59.89051818847656,106.8988265991211,11183.66015625,18409.650390625,28028.30078125,22.140399932861328,1642.2099609375,4865.27978515625,2075.02001953125,9.527517318725586,1853.1700439453125,3958.7900390625,51.568363189697266,63.37332534790039,,,7122.2001953125,25.854862213134766,11250.7802734375,19958.0,1619.97998046875,3119.97998046875,430.1700134277344,11235.5595703125,3266.169921875,10936.6201171875,1954.6099853515625,14537.349609375,51.50396728515625,11151.240234375,3080.419921875,13.091113090515137
